StateCode,Division,Year,Month,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX
106,0,2004,2,3.47,43.4,0.47,-0.63,1.41,0.32,6,521,1.36,1.11,0.32,0.18,0.47,-0.25,0.33,32.7,54.2
106,0,2004,3,2.95,58.5,0.27,-0.72,-0.45,-0.01,82,198,0.28,1.07,0.97,0.1,0.08,-0.03,0.27,47.1,69.8
106,0,2004,4,3.97,62,0.7,0.7,1.38,0.7,82,97,0.78,0.69,1.16,0.48,0.45,0.39,0.5,50.3,73.8
106,0,2004,5,3.59,72,0.3,0.3,-1,-0.33,262,8,-0.28,0.31,0.38,0.39,0.23,0.5,0.59,60.5,83.5
106,0,2004,6,7.03,76.8,1.97,1.97,5.1,1.97,392,2,2.61,1.6,1.61,1.62,0.92,0.89,1.21,66.3,87.3
106,0,2004,7,3.7,79.3,2.67,2.67,2.72,2.67,482,1,0.53,2.28,1.58,1.71,1.18,1.09,1.13,68.5,90
106,0,2004,8,3.1,77.3,3.29,3.29,2.67,3.29,438,2,0.27,0.41,2.07,1.45,1.28,1.02,1.13,66,88.7
106,0,2004,9,1.98,74.3,2.48,2.48,-1.4,1.86,346,5,-1.04,-0.67,-0.33,1.03,1.25,0.66,0.93,62.1,86.6
106,0,2004,10,4.62,67.2,2.98,2.98,2.26,2.98,223,46,1.24,0.44,0.4,1.37,1.57,1.15,0.65,56.6,77.8
106,0,2004,11,6.31,54,4.68,4.68,6.02,4.68,40,259,2.54,2.34,1.73,2.93,2.13,1.98,1.43,44.6,63.3
106,0,2004,12,1.64,44.6,4.49,4.49,0.87,4.49,5,541,-0.88,1.7,1.87,1.41,1.98,2,0.91,32,57
106,0,2005,1,2.68,46,4.51,4.51,1.45,4.51,24,494,0.56,-0.25,1.7,1.39,2.21,2.13,1.21,35.7,56.2
106,0,2005,2,2.9,49.1,4.42,4.42,1.14,4.42,19,373,0.78,0.86,0.18,1.52,2.64,2.08,1.19,39.5,58.7
106,0,2005,3,2.15,53.4,-0.25,3.71,-0.75,3.37,37,307,-0.58,0.1,0.33,1.6,1.34,1.93,1.26,41,65.7
106,0,2005,4,2.05,62,-0.69,2.87,-1.39,1.94,78,100,-1.08,-1.07,-0.48,0.76,0.85,1.54,1.29,48.9,75.1
106,0,2005,5,2.86,69.6,-1.14,2.05,-1.56,0.52,219,21,-0.97,-1.47,-1.48,-0.84,0.43,1.37,1.28,57.5,81.6
106,0,2005,6,2.71,78.8,-1.49,1.37,-1.4,-0.63,453,1,-0.69,-1.08,-1.43,-0.78,0.49,0.31,0.9,66.8,90.7
106,0,2005,7,3.62,81.3,-1.41,1.16,-0.22,-0.82,536,0,0.45,-0.26,-0.73,-0.8,0.21,0.31,1.05,69.5,93.2
106,0,2005,8,4.22,81,-0.7,1.6,1.69,0.24,545,0,1.2,1.1,0.35,-0.65,-0.45,0.5,1.15,69.4,92.5
106,0,2005,9,2.36,78,-1.33,0.74,-2.1,-1.17,454,2,-0.67,0.3,0.41,-0.74,-0.43,0.57,1,65.2,90.9
106,0,2005,10,1.68,64.1,-1.65,-1.65,-1.39,-1.65,124,79,-0.67,-0.91,-0.23,-0.71,-0.78,0.03,0.87,51.1,77
106,0,2005,11,1.28,55.7,-2.36,-2.36,-2.63,-2.36,47,228,-0.98,-1.19,-1.3,-0.72,-1.21,-0.99,0.67,41.7,69.7
106,0,2005,12,1.04,43,-3.22,-3.22,-3.31,-3.22,4,582,-1.83,-1.73,-1.62,-0.93,-1.43,-1.12,0.6,30,55.9
106,0,2006,1,1.95,50,-3.98,-3.98,-3.27,-3.98,33,399,-0.21,-1.29,-1.46,-1.13,-1.27,-1.3,0.55,35.9,64.2
106,0,2006,2,1.77,45.6,-4.63,-4.63,-3.17,-4.63,9,460,-0.48,-0.5,-1.27,-1.66,-1.16,-1.53,0.33,32.4,58.8
106,0,2006,3,2.64,56.9,-4.8,-4.8,-1.95,-4.8,77,222,-0.05,-0.37,-0.43,-1.35,-0.99,-1.45,0.27,44.7,69.1
106,0,2006,4,2.55,67.9,-4.96,-4.96,-1.97,-4.96,189,34,-0.49,-0.33,-0.56,-1.28,-1.23,-1.35,0.09,54.3,81.5
106,0,2006,5,2.72,72.6,-5.7,-5.7,-3.73,-5.7,293,10,-1.11,-1.18,-0.92,-1.42,-1.68,-1.36,-0.05,59.9,85.4
106,0,2006,6,2.28,79,-6.28,-6.28,-3.52,-6.28,442,0,-1.06,-1.4,-1.47,-1.28,-1.68,-1.4,-0.79,66,92
106,0,2006,7,2.65,82.7,-6.65,-6.65,-3.03,-6.65,560,0,-0.57,-1.12,-1.45,-1.37,-1.75,-1.56,-0.94,70.5,94.8
106,0,2006,8,3.24,82.7,-6.26,-6.26,-0.91,-6.26,598,0,0.4,-0.2,-0.8,-1.13,-1.42,-1.64,-0.88,71.1,94.4
106,0,2006,9,3.1,71.7,0,-5.62,0.01,-5.56,297,16,0.01,0.15,-0.22,-1.14,-1.1,-1.51,-0.76,59.2,84.2
106,0,2006,10,4.41,63.5,0.73,-4.32,2.16,-3.41,132,87,1.14,0.83,0.84,-0.44,-0.59,-1.06,-0.79,50.9,76.1
106,0,2006,11,1.69,54.1,0.28,-4.25,-1.12,-3.71,35,268,-0.55,0.56,0.41,-0.27,-0.64,-1.01,-1.36,40.9,67.4
106,0,2006,12,3.73,45.7,0.72,-3.34,1.41,-2.25,8,494,1.24,0.36,0.9,0.57,-0.35,-0.46,-1.01,34.2,57.1
106,0,2007,1,3.72,40,1.56,-2.08,2.75,-0.02,7,663,1.49,1.87,0.99,1.24,0.12,-0.1,-0.9,30.6,49.4
106,0,2007,2,1.06,44.3,0.99,-2.27,-1.22,-0.68,8,486,-1.39,0.3,0.89,0.76,0.16,-0.28,-1.2,32.5,56.2
106,0,2007,3,3.48,59.9,0.92,-2.01,0.08,-0.43,90,171,0.82,-0.27,0.61,0.96,0.75,-0.1,-1.03,47.8,72
106,0,2007,4,2.85,59.1,0.93,-1.7,0.31,-0.07,50,152,-0.18,0.37,-0.32,0.38,0.81,-0.06,-0.95,47.2,71
106,0,2007,5,5.27,70.5,1.42,-0.93,1.77,1.11,244,13,1.05,0.61,0.83,1.06,0.99,0.5,-0.59,60,81
106,0,2007,6,5.53,76.9,2.34,2.34,3.2,2.34,404,1,1.55,1.69,1.24,1.2,1.39,1.24,-0.19,66.3,87.5
106,0,2007,7,5.45,78.8,3.83,3.83,5.19,3.83,453,0,2.17,2.42,2.43,1.42,1.54,1.81,0.09,68.8,88.8
106,0,2007,8,2.65,82.4,4.32,4.32,2.65,4.32,568,0,-0.19,1.27,1.96,1.72,1.76,1.63,-0.1,71.2,93.7
106,0,2007,9,3.11,75.6,-0.05,3.82,-0.15,3.71,375,4,0.02,-0.22,0.95,1.51,1.45,1.58,-0.05,64.4,86.8
106,0,2007,10,2.52,66.1,-0.14,3.33,-0.3,3.04,156,56,0.03,-0.02,-0.22,1.55,0.98,1.19,0.03,52.8,79.4
106,0,2007,11,1.36,54.3,-0.73,2.39,-1.79,1.37,37,258,-0.89,-0.59,-0.5,0.77,0.99,1.17,0.02,41.4,67.1
106,0,2007,12,2.48,45.2,-0.87,1.93,-0.65,0.64,15,491,0.11,-0.62,-0.5,0.16,0.82,0.93,0.31,33.3,57
106,0,2008,1,1.48,42.1,-1.32,1.19,-1.62,-0.65,9,613,-0.77,-0.52,-0.91,-0.79,0.74,0.48,0.26,30,54.1
106,0,2008,2,2.37,47.7,-1.41,0.84,-0.68,-1.13,24,396,0.21,-0.4,-0.33,-0.62,0.45,0.75,0.35,34.2,61.1
106,0,2008,3,3.4,54.6,-0.95,1.07,0.93,-0.5,48,278,0.74,0.61,0.06,-0.37,0.11,0.74,0.45,41.1,68.1
106,0,2008,4,3.36,61.5,-0.66,1.15,0.6,-0.16,90,111,0.29,0.61,0.57,-0.27,-0.4,0.87,0.6,48.2,74.8
106,0,2008,5,3.84,71,-0.72,0.91,-0.38,-0.45,271,16,-0.06,0.1,0.42,0.05,-0.37,0.51,0.77,58.7,83.4
106,0,2008,6,3.19,80.1,-0.85,0.61,-0.62,-0.81,489,1,-0.28,-0.28,-0.13,-0.04,-0.39,-0.01,0.9,68.1,92
106,0,2008,7,2.59,81.2,-1.12,-1.12,-1.07,-1.12,536,0,-0.64,-0.6,-0.53,-0.01,-0.46,-0.56,0.89,69.4,93
106,0,2008,8,5.27,79.3,1.19,1.19,3.56,1.19,495,1,1.9,1.11,0.6,0.61,0.33,-0.06,1.14,68.7,89.8
106,0,2008,9,4.33,71.9,1.71,1.71,1.93,1.71,286,13,1.02,2.14,1.49,0.78,0.64,0.19,1.39,60.7,83.1
106,0,2008,10,2.76,62.6,1.69,1.69,0.47,1.69,100,100,0.2,0.65,1.47,0.67,0.79,0.27,1.11,49.3,75.8
106,0,2008,11,1.54,53,-0.43,1.09,-1.29,0.37,30,292,-0.7,-0.34,0.19,0.46,0.54,0.33,1.1,39.8,66.3
106,0,2008,12,2,44,-0.72,0.64,-1.01,-0.6,8,541,-0.42,-0.82,-0.53,0.46,0.25,0.24,0.76,31.3,56.8
106,0,2009,1,1.05,43.3,-1.42,-1.42,-2.31,-1.42,14,579,-1.35,-1.24,-1.29,0.28,-0.13,0.15,0.42,29.6,56.9
106,0,2009,2,1.22,51,-2.31,-2.31,-3.11,-2.31,30,325,-1.18,-1.79,-1.58,-0.76,-0.34,-0.11,0.46,36.9,65.1
106,0,2009,3,3.41,55.7,0,-2.07,0.01,-2,54,253,0.75,-0.21,-0.82,-0.86,-0.06,-0.12,0.44,43.1,68.2
106,0,2009,4,3.96,61.6,0.48,-1.37,1.44,-0.6,82,110,0.77,0.93,0.31,-0.67,0.34,-0.01,0.63,48.6,74.6
106,0,2009,5,4.26,70.4,0.56,-1.11,0.36,-0.15,259,21,0.28,0.66,0.84,-0.29,-0.22,0.07,0.49,59.2,81.6
106,0,2009,6,2.37,79.9,-0.54,-1.54,-1.63,-1.22,491,0,-0.98,-0.5,-0.04,-0.47,-0.7,-0.1,-0.02,67.9,91.9
106,0,2009,7,4.37,81.3,0.42,-0.96,1.27,-0.07,557,1,1.19,-0.02,0.1,0.25,-0.43,0.29,-0.18,69.5,93.1
106,0,2009,8,2.73,80.3,0.37,-0.87,-0.04,0,530,1,-0.1,0.61,-0.18,0.44,-0.31,-0.24,-0.12,68.4,92.1
106,0,2009,9,5.02,72.5,1.25,1.25,2.75,1.25,307,13,1.55,1.03,1.45,0.82,0.28,-0.1,0.1,62.1,82.8
106,0,2009,10,7.26,60.2,3.39,3.39,6.82,3.39,102,141,2.3,2.51,2.43,2.09,1.62,0.82,0.8,49.6,70.7
106,0,2009,11,1.31,55,3.1,3.1,0.18,3.1,30,252,-0.95,1.55,1.95,1.59,1.55,0.81,0.79,42.3,67.6
106,0,2009,12,3.63,39.7,4.11,4.11,3.99,4.11,1,675,1.16,0.08,1.75,2.42,1.72,1.15,0.9,29.5,49.9
106,0,2010,1,2.51,39.8,4.24,4.24,1.67,4.24,6,687,0.39,1.03,0.16,2.1,1.82,1.5,1.07,28.8,50.7
106,0,2010,2,2.7,40,4.35,4.35,1.63,4.35,1,626,0.57,0.61,1.07,2.23,1.94,1.87,1.15,30.6,49.4
106,0,2010,3,2.24,52,-0.13,3.77,-0.4,3.56,22,352,-0.48,0.02,0.17,1.42,2.19,1.63,1.01,39.5,64.4
106,0,2010,4,2.6,63.6,-0.43,3.07,-0.92,2.46,97,76,-0.44,-0.58,-0.24,-0.1,1.56,1.35,0.93,51.1,76.1
106,0,2010,5,3.6,71.5,-0.68,2.46,-0.9,1.46,300,15,-0.27,-0.52,-0.62,0.17,1.42,1.19,0.9,59.7,83.3
106,0,2010,6,3.36,81.6,-0.85,1.97,-0.71,0.69,523,0,-0.14,-0.32,-0.5,-0.23,0.79,1.38,0.92,70.4,92.8
106,0,2010,7,4.84,81.5,-0.2,2.32,1.68,1.63,545,0,1.62,0.84,0.46,0.17,0.18,1.42,1.28,71.6,91.4
106,0,2010,8,2.32,83.6,-0.55,1.72,-1.09,0.63,619,0,-0.58,0.65,0.34,-0.23,0.28,1.28,0.8,71.3,95.9
106,0,2010,9,3.48,76.2,-0.56,1.47,-0.22,0.32,386,4,0.34,-0.2,0.64,0.01,0.09,0.93,0.66,64,88.3
106,0,2010,10,1.04,64.9,-1.29,-1.29,-2.35,-1.29,129,71,-1.44,-0.62,-0.9,-0.37,-0.39,-0.28,0.35,49.8,80
106,0,2010,11,2.26,53.6,-1.48,-1.48,-0.97,-1.48,30,273,-0.02,-0.96,-0.6,-0.29,-0.53,-0.08,0.45,40.3,67
106,0,2010,12,0.93,43.9,-2.31,-2.31,-2.94,-2.31,6,555,-2.04,-1.07,-1.5,-0.71,-0.82,-0.63,0.34,31.4,56.4
106,0,2011,1,1.75,40.4,-2.8,-2.8,-2.18,-2.8,7,665,-0.44,-1.54,-1.11,-1.37,-0.85,-0.81,0.46,28.1,52.6
106,0,2011,2,1.45,44.8,-3.42,-3.42,-2.75,-3.42,9,467,-0.88,-0.94,-1.66,-1.39,-0.97,-1.09,0.5,31.7,57.9
106,0,2011,3,1.54,56.9,-4.14,-4.14,-3.19,-4.14,75,228,-1.26,-1.45,-1.37,-1.78,-1.22,-1.25,0.23,43.9,69.9
106,0,2011,4,2.77,66.2,-4.13,-4.13,-1.26,-4.13,169,54,-0.26,-0.98,-1.27,-1.45,-1.71,-1.22,0.07,51.9,80.4
106,0,2011,5,2.86,70.6,-4.63,-4.63,-2.79,-4.63,257,20,-0.97,-0.91,-1.4,-1.93,-1.66,-1.35,-0.14,57.8,83.5
106,0,2011,6,1.69,83,-5.77,-5.77,-4.85,-5.77,564,0,-1.59,-1.66,-1.59,-1.97,-2.01,-1.61,-0.28,69.9,96.2
106,0,2011,7,2,86.1,-6.79,-6.79,-4.85,-6.79,670,0,-1.32,-1.9,-1.96,-2.21,-2.17,-2.12,-0.62,73.7,98.6
106,0,2011,8,1.86,86,-7.35,-7.35,-3.77,-7.35,693,0,-1.25,-1.6,-1.99,-2.18,-2.39,-2.05,-0.71,73,99
106,0,2011,9,2.42,74,-7.07,-7.07,-1.44,-7.07,357,11,-0.61,-1.2,-1.55,-2.06,-2.27,-2.25,-1.13,60,88
106,0,2011,10,2.04,63.7,-6.67,-6.67,-0.98,-6.67,118,85,-0.34,-0.66,-1.15,-1.96,-2.22,-2.22,-1.75,49.5,77.9
106,0,2011,11,2.95,53.9,-6.05,-6.05,-0.2,-6.05,36,266,0.54,0.03,-0.32,-1.57,-1.9,-2.19,-1.52,41.5,66.4
106,0,2011,12,3.6,43.8,-5.11,-5.11,0.94,-4.71,7,537,1.14,0.99,0.42,-0.71,-1.35,-1.67,-1.47,34,53.5
106,0,2012,1,2.32,47.3,-4.68,-4.68,-0.29,-4.34,27,463,0.19,0.88,0.86,-0.29,-1.27,-1.58,-1.57,34,60.5
106,0,2012,2,2.95,48.6,-3.84,-3.84,1.09,-3.04,20,373,0.83,0.65,1.08,0.31,-0.87,-1.27,-1.58,37.9,59.3
106,0,2012,3,4.22,62.1,-3.19,-3.19,0.74,-2.09,120,134,1.55,1.58,1.27,0.96,-0.01,-0.73,-1.31,49.9,74.3
106,0,2012,4,2.39,66.9,-3.51,-3.51,-1.94,-3.06,163,45,-0.67,0.53,0.78,0.98,0.13,-0.82,-1.42,54.2,79.6
106,0,2012,5,2.41,74,-4.31,-4.31,-3.49,-4.31,328,4,-1.43,-1.56,-0.31,0.36,-0.04,-0.92,-1.63,61.6,86.3
106,0,2012,6,2.32,80.3,-4.91,-4.91,-3.13,-4.91,479,0,-1.03,-1.56,-1.69,-0.36,-0.13,-0.76,-1.72,67.6,93.1
106,0,2012,7,3.09,83.7,-5.18,-5.18,-2.33,-5.18,587,0,-0.1,-0.82,-1.37,-0.45,0.06,-0.51,-1.96,71.6,95.7
106,0,2012,8,3.42,81.6,-4.75,-4.75,-0.31,-4.75,555,0,0.56,0.21,-0.49,-0.57,0.02,-0.22,-1.86,68.9,94.2
106,0,2012,9,3.81,74.7,-4.11,-4.11,0.45,-3.89,356,6,0.61,0.71,0.47,-0.86,-0.09,0.06,-1.74,62.2,87.2
106,0,2012,10,1.35,62.4,-4.23,-4.23,-1.63,-4.23,109,104,-1.03,-0.27,-0.08,-1.01,-0.44,-0.04,-1.6,49.8,75
106,0,2012,11,0.79,54.7,-4.9,-4.9,-3.3,-4.9,36,263,-1.6,-1.85,-0.99,-1.04,-1,-0.47,-1.73,40.3,69.2
106,0,2012,12,2.13,47.5,-5.16,-5.16,-2.3,-5.16,16,435,-0.27,-1.27,-1.48,-0.8,-1.46,-0.77,-1.57,35,59.9
106,0,2013,1,3.73,44.6,-4.59,-4.59,0.1,-4.5,17,530,1.5,0.84,-0.24,-0.27,-0.98,-0.5,-1.35,33.5,55.6
106,0,2013,2,2.71,46.9,-4.17,-4.17,-0.15,-4.08,20,408,0.58,1.41,0.92,-0.24,-0.5,-0.57,-1.21,34.8,59
106,0,2013,3,1.48,51.8,-4.25,-4.25,-1.52,-4.25,30,353,-1.33,-0.53,0.43,-0.79,-0.5,-1.16,-1.24,38.5,65.1
106,0,2013,4,3.26,59.5,0.28,-3.53,0.83,-3.16,58,147,0.2,-0.65,-0.29,-0.38,-0.41,-0.99,-1.23,46.5,72.5
106,0,2013,5,3.86,69.6,0,-3.17,0,-2.74,213,23,-0.05,0.06,-0.53,0.13,-0.55,-0.7,-1.09,57.5,81.7
106,0,2013,6,3.01,79.6,-0.25,-3.09,-0.73,-2.88,472,1,-0.43,-0.37,-0.24,0.09,-0.76,-0.53,-0.89,67.9,91.4
106,0,2013,7,3.87,79.9,0.36,-2.41,1.08,-1.74,502,0,0.7,0.07,-0.02,-0.19,-0.28,-0.34,-0.61,68.7,91.2
106,0,2013,8,2.67,81,0.29,-2.2,-0.1,-1.53,541,1,-0.16,0.23,-0.14,-0.48,0.02,-0.49,-0.44,69.5,92.6
106,0,2013,9,3.86,76.8,0.35,-1.88,0.28,-1.07,414,3,0.65,0.27,0.51,0.12,0.29,-0.47,-0.29,64.5,89.1
106,0,2013,10,3.32,63.8,0.6,-1.4,0.85,-0.28,133,83,0.55,0.69,0.47,0.23,0.06,-0.07,-0.14,51.8,75.8
106,0,2013,11,2.49,49.9,0.65,-1.14,0.34,0.08,13,376,0.17,0.42,0.59,0.31,-0.04,0.28,-0.23,38.6,61.2
106,0,2013,12,2.21,41.5,-0.01,-1.03,-0.03,0.14,4,629,-0.18,-0.07,0.2,0.44,0.17,0.31,-0.29,30.1,52.8
106,0,2014,1,0.78,39.8,-0.59,-1.5,-1.73,-0.83,4,695,-1.76,-1.29,-0.83,-0.24,-0.26,-0.31,-0.51,26,53.6
106,0,2014,2,1.73,42.9,-0.77,-1.59,-0.74,-1.03,7,520,-0.53,-1.56,-1.29,-0.28,-0.35,-0.54,-0.7,31.3,54.6
106,0,2014,3,2.09,50.6,-0.83,-1.57,-0.42,-1.07,19,384,-0.64,-0.81,-1.45,-0.66,-0.36,-0.42,-1.03,37,64.3
106,0,2014,4,2.54,62.2,-0.99,-1.65,-0.72,-1.31,87,100,-0.5,-0.73,-0.9,-1.09,-0.67,-0.59,-1.06,49,75.5
106,0,2014,5,4.22,70.1,0.13,-1.35,0.38,-0.81,216,16,0.25,-0.16,-0.4,-1.1,-0.53,-0.53,-0.79,57.5,82.7
106,0,2014,6,4.91,78.6,0.8,0.8,2.05,0.8,441,1,1.09,0.83,0.43,-0.47,-0.33,-0.12,-0.41,68.2,88.9
106,0,2014,7,3.37,79.2,1.36,1.36,1.94,1.36,481,1,0.2,0.89,0.77,0.02,-0.4,-0.19,-0.37,68.1,90.3
106,0,2014,8,2.51,81,1.36,1.36,0.41,1.36,541,0,-0.35,-0.21,0.47,-0.02,-0.56,-0.24,-0.45,69.3,92.8
106,0,2014,9,3.13,74.6,-0.07,1.15,-0.21,0.95,362,7,0.04,-0.3,-0.21,0.17,-0.5,-0.36,-0.62,63.9,85.4
106,0,2014,10,2.8,66.6,-0.13,0.97,-0.19,0.57,178,51,0.23,0.12,-0.15,0.34,-0.12,-0.44,-0.43,53.5,79.6
106,0,2014,11,2.45,48,-0.04,0.94,0.22,0.6,9,424,0.14,0.16,0.09,0.3,0.01,-0.46,-0.22,35.9,60.1
106,0,2014,12,2.05,46.8,-0.34,-0.34,-0.92,-0.34,13,458,-0.36,-0.19,-0.1,-0.25,0.03,-0.49,-0.11,37.7,55.9
106,0,2015,1,2.67,41.2,0.11,0.11,0.34,-0.19,5,653,0.55,0.04,0.02,-0.15,0.26,-0.11,-0.25,30.1,52.3
106,0,2015,2,1.68,42.7,0.02,0.02,-0.24,-0.25,5,542,-0.59,-0.01,-0.29,-0.16,0.08,-0.14,-0.41,30.8,54.6
106,0,2015,3,3.78,54,0.56,0.56,1.62,0.56,38,298,1.12,0.39,0.54,0.18,0.01,0.22,-0.1,42.6,65.6
106,0,2015,4,4.59,64.4,1.1,1.1,1.78,1.1,131,68,1.23,1.4,1.01,0.6,0.37,0.67,0.11,53,75.7
106,0,2015,5,9.44,69.6,3.62,3.62,7.91,3.62,245,22,3.09,3.09,2.81,2.27,1.92,2.02,0.94,59.4,79.8
106,0,2015,6,3.99,78.7,3.51,3.51,0.79,3.51,443,0,0.37,3,2.87,2.29,1.81,1.67,1.09,68,89.2
106,0,2015,7,3.34,82.4,3.47,3.47,0.96,3.47,573,0,0.17,0.33,2.66,2.27,1.8,1.56,1.01,71.5,93.3
106,0,2015,8,2.17,80.8,2.84,2.84,-0.82,2.45,537,1,-0.78,-0.46,-0.16,2.37,1.75,1.44,0.9,68.5,93
106,0,2015,9,1.66,77.4,1.55,1.55,-2.98,-0.06,408,2,-1.36,-1.51,-1.12,1.62,1.5,1.08,0.57,65.2,89.7
106,0,2015,10,4.98,66.3,2.24,2.24,2.54,1.61,172,55,1.4,0.46,0.02,1.93,1.86,1.54,0.79,53.8,78.7
106,0,2015,11,5.41,55.3,3.41,3.41,4.2,3.41,47,236,2.08,2.17,1.44,1.08,2.61,2.19,1.32,44.5,66.1
106,0,2015,12,4.09,49.5,4.28,4.28,3.67,4.28,24,383,1.52,2.42,2.5,1.51,2.91,2.58,1.38,37.9,61.1
106,0,2016,1,1.42,42.6,3.82,3.82,-0.06,3.74,9,605,-0.85,0.6,1.83,1.19,2.87,2.45,1.49,31.2,54.1
106,0,2016,2,1.66,50.6,3.09,3.09,-1,2.57,23,342,-0.62,-1.04,0.15,1.23,0.96,2.56,1.54,37,64.2
106,0,2016,3,4.48,58.3,3.41,3.41,1.91,3.41,79,201,1.79,0.87,0.23,2.1,1.38,2.79,1.93,45.5,71.2
106,0,2016,4,5.11,63.8,3.95,3.95,2.65,3.95,112,74,1.58,1.93,1.54,2.16,1.84,3.09,2.3,51.7,76
106,0,2016,5,4.54,69.1,3.9,3.9,1.08,3.9,222,25,0.51,1.36,1.73,1.42,2.15,1.87,2.38,58,80.2
106,0,2016,6,3.42,79.6,3.45,3.45,-0.15,3.33,468,0,-0.09,0.22,1.01,0.85,2.23,1.62,2.31,68.4,90.7
106,0,2016,7,3.08,83.6,3.04,3.04,-0.15,2.81,603,0,-0.11,-0.16,0.11,1.04,1.63,1.47,2.26,72.2,95
106,0,2016,8,5.83,80.7,4.22,4.22,4.46,4.22,534,0,2.23,1.8,1.26,2.11,1.73,2.3,2.42,70.3,91
106,0,2016,9,3.01,76.5,-0.24,3.54,-0.71,3.21,414,3,-0.07,1.69,1.34,1.55,1.31,2.49,2.81,65.1,87.8
106,0,2016,10,0.99,68.6,-1.17,2.22,-2.87,0.74,215,32,-1.52,-0.94,0.46,0.32,1.03,1.59,2.7,55.2,82
106,0,2016,11,2.15,58.1,-1.6,1.45,-1.64,-0.62,70,178,-0.11,-1.07,-0.89,0.08,1.08,0.97,2.95,45.8,70.4
106,0,2016,12,2.48,45.1,-1.76,0.97,-0.98,-1.33,15,489,0.11,-0.11,-0.84,0.15,0.67,0.66,2.09,34.3,55.9
106,0,2017,1,3.01,47,-1.65,0.8,-0.21,-1.42,33,456,0.87,0.59,0.26,0.45,0.37,1.01,2.18,35.9,58.2
106,0,2017,2,1.78,54.8,-2.17,-2.17,-2.07,-2.17,60,240,-0.47,0.31,0.21,-0.59,0.13,1.04,2.28,41.6,67.9
106,0,2017,3,2.68,59.6,-2.38,-2.38,-1.3,-2.38,102,176,0,-0.33,0.18,-0.52,0.17,0.65,2.22,47,72.1
106,0,2017,4,4.59,64.6,0.58,-1.56,1.74,-0.74,131,66,1.23,0.88,0.53,0.43,0.6,0.53,2.22,52.5,76.8
106,0,2017,5,4.38,69.4,0.78,-1.14,0.78,0.04,223,22,0.38,1.04,0.85,0.69,-0.09,0.48,1.53,56.9,81.8
106,0,2017,6,4.18,78.4,1.07,-0.65,1.1,0.95,428,1,0.52,0.53,1.04,0.84,0.1,0.64,1.61,67.2,89.6
106,0,2017,7,3.22,82.4,1.28,1.28,0.97,1.28,569,0,0.04,0.37,0.45,0.62,0.57,0.66,1.59,71,93.7
106,0,2017,8,6.84,78.7,3.42,3.42,6.82,3.42,486,2,2.77,2.54,2.3,1.93,1.61,0.83,2.07,68.6,88.8
106,0,2017,9,2.31,74.8,-0.32,2.75,-0.95,2.32,351,5,-0.71,1.87,1.59,1.73,1.42,0.67,2.47,62.8,86.7
106,0,2017,10,2.07,64.5,-0.5,2.25,-0.65,1.5,134,72,-0.32,-0.7,1.03,1.01,1.01,0.92,2.06,51.3,77.7
106,0,2017,11,0.75,56.4,-1.45,1.02,-3,-0.91,59,214,-1.65,-1.29,-1.39,0.36,0.71,0.67,1.24,44,68.7
106,0,2017,12,2.41,44.5,-1.61,0.6,-0.94,-1.56,5,536,0.04,-1.09,-1.02,0.17,0.7,0.67,0.86,33.1,56
106,0,2018,1,1.39,39.8,-2.07,-2.07,-1.87,-2.07,4,699,-0.89,-0.64,-1.31,-0.1,0.12,0.34,0.88,26.8,52.8