dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty,TemperatureChange
2000-03-01,6.2189999999999985,0.12,12.204999999999998,0.133,0.3759999999999999,0.08199999999999999,14.845999999999998,0.069,0.41748387096773953
2000-04-01,9.552,0.075,15.534,0.156,3.68,0.153,15.762,0.062,0.4629032258064498
2000-05-01,11.874,0.064,17.721,0.127,5.997000000000001,0.2,16.395,0.061,0.3106774193548354
2000-06-01,14.06,0.1,19.847,0.20600000000000002,8.243,0.161,17.0,0.067,0.3120967741935523
2000-07-01,14.848,0.12,20.665,0.107,9.097999999999999,0.098,17.242,0.066,0.28816129032258075
2000-08-01,14.519,0.086,20.308,0.095,8.796,0.152,17.243000000000002,0.063,0.38103225806451846
2000-09-01,12.547,0.057999999999999996,18.373,0.115,6.822,0.142,16.613,0.061,0.3384838709677389
2000-10-01,9.486,0.047,15.069,0.134,4.0,0.09699999999999999,15.588,0.06,0.1977419354838723
2000-11-01,6.312,0.084,11.67,0.092,0.996,0.064,14.632,0.062,0.24574193548387413
2000-12-01,3.863,0.064,9.182,0.10800000000000001,-1.3330000000000002,0.07200000000000001,13.968,0.062,0.1929354838709667
2001-01-01,3.3360000000000003,0.077,8.827,0.08800000000000001,-2.0780000000000003,0.06,13.936,0.063,0.36958064516129063
2001-02-01,3.72,0.109,9.486,0.059000000000000004,-1.997,0.091,14.179,0.067,0.3545483870967736
2001-03-01,6.207999999999998,0.057999999999999996,12.130999999999998,0.094,0.4109999999999999,0.11699999999999999,14.982,0.062,0.5534838709677405
2001-04-01,9.245,0.098,15.174,0.11800000000000001,3.234,0.155,15.808,0.066,0.5089032258064492
2001-05-01,12.270999999999999,0.105,18.185,0.13,6.3500000000000005,0.107,16.569000000000006,0.066,0.484677419354842
2001-06-01,14.11,0.085,19.962,0.133,8.218,0.134,17.151,0.063,0.4630967741935521
2001-07-01,15.161,0.10099999999999999,20.923000000000002,0.10400000000000001,9.427999999999999,0.149,17.45,0.065,0.49616129032257916
2001-08-01,14.427,0.115,20.332,0.10300000000000001,8.664,0.17800000000000002,17.294,0.068,0.43203225806451684
2001-09-01,12.735999999999999,0.087,18.581000000000003,0.114,7.07,0.17,16.758,0.065,0.4834838709677385
2001-10-01,9.935,0.073,15.578,0.10099999999999999,4.353,0.109,15.831,0.064,0.44074193548387264
2001-11-01,7.319,0.086,12.89,0.09300000000000001,1.92,0.08199999999999999,15.011,0.064,0.6247419354838737
2001-12-01,4.507,0.055,9.841,0.10800000000000001,-0.685,0.08900000000000001,14.241,0.062,0.4659354838709664
2002-01-01,4.026,0.065,9.459,0.12300000000000001,-1.3219999999999998,0.08900000000000001,14.258,0.062,0.6915806451612898
2002-02-01,4.704,0.078,10.435,0.10400000000000001,-0.9480000000000002,0.057999999999999996,14.505,0.065,0.6805483870967741
2002-03-01,6.772,0.034,12.775,0.083,0.8940000000000001,0.113,15.198,0.064,0.7694838709677416
2002-04-01,9.229,0.049,15.146,0.099,3.3080000000000003,0.152,15.818,0.062,0.518903225806449
2002-05-01,12.248,0.081,18.157,0.17,6.1990000000000025,0.19699999999999998,16.605,0.062,0.5206774193548362
2002-06-01,14.084,0.052000000000000005,19.912,0.14300000000000002,8.184000000000001,0.151,17.110000000000007,0.06,0.42209677419355884
2002-07-01,15.354000000000001,0.077,21.199,0.075,9.409,0.096,17.487000000000002,0.062,0.5331612903225817
2002-08-01,14.56,0.067,20.444000000000006,0.136,8.806999999999997,0.136,17.328,0.061,0.46603225806451576
2002-09-01,12.95,0.10300000000000001,18.785,0.129,7.16,0.083,16.799,0.065,0.5244838709677389
2002-10-01,9.988,0.079,15.599,0.166,4.484,0.15,15.859000000000002,0.062,0.4687419354838749
2002-11-01,6.892,0.12,12.48,0.142,1.389,0.136,14.856,0.067,0.46974193548387433
2002-12-01,4.038,0.064,9.357,0.11900000000000001,-1.189,0.045,14.127,0.063,0.3519354838709674
2003-01-01,3.981,0.07,9.558,0.11900000000000001,-1.481,0.091,14.207,0.064,0.6405806451612914
2003-02-01,4.085,0.09699999999999999,9.749,0.08800000000000001,-1.4800000000000002,0.111,14.359000000000002,0.065,0.5345483870967751
2003-03-01,6.047999999999999,0.055,11.972,0.077,0.215,0.127,14.972999999999999,0.062,0.5444838709677402
2003-04-01,9.154,0.07400000000000001,15.033,0.105,3.209,0.122,15.774,0.063,0.4749032258064485
2003-05-01,12.152999999999999,0.095,18.118,0.136,6.207999999999998,0.162,16.567,0.063,0.482677419354836
2003-06-01,14.017,0.135,19.77,0.12,8.222000000000001,0.146,17.104000000000006,0.068,0.4160967741935586
2003-07-01,14.983,0.184,20.757,0.11699999999999999,9.222999999999999,0.154,17.423000000000002,0.078,0.4691612903225817
2003-08-01,14.690999999999999,0.08900000000000001,20.48,0.084,8.974,0.11900000000000001,17.402,0.063,0.5400322580645174
2003-09-01,12.911,0.067,18.692,0.18100000000000002,7.221,0.18,16.839000000000002,0.06,0.5644838709677416
2003-10-01,10.424,0.085,16.115,0.11599999999999999,4.74,0.094,15.997,0.063,0.606741935483873
2003-11-01,6.727,0.075,12.203,0.134,1.347,0.11699999999999999,14.838,0.061,0.45174193548387365
2003-12-01,5.132999999999999,0.062,10.545,0.08800000000000001,-0.17900000000000005,0.091,14.436,0.062,0.6609354838709667
2004-01-01,3.5250000000000004,0.062,8.901,0.109,-1.65,0.09699999999999999,14.097,0.059000000000000004,0.5305806451612902
2004-02-01,4.4990000000000006,0.10400000000000001,10.171,0.085,-1.1820000000000002,0.075,14.488,0.065,0.6635483870967729
2004-03-01,6.3210000000000015,0.069,12.275,0.08199999999999999,0.3759999999999999,0.09300000000000001,14.992,0.061,0.5634838709677421
2004-04-01,9.249,0.057,15.132,0.111,3.285,0.133,15.811,0.061,0.5119032258064493
2004-05-01,11.571,0.07,17.296000000000006,0.075,5.7070000000000025,0.14400000000000002,16.383,0.057999999999999996,0.29867741935483494
2004-06-01,13.889,0.09699999999999999,19.66,0.128,8.035,0.155,17.006,0.063,0.31809677419355253
2004-07-01,14.312,0.115,20.087,0.115,8.624,0.133,17.227,0.065,0.2731612903225802
2004-08-01,14.188,0.10400000000000001,20.011,0.09,8.382,0.083,17.266000000000002,0.063,0.40403225806451815
2004-09-01,12.642,0.084,18.451,0.122,6.907,0.10800000000000001,16.745,0.059000000000000004,0.47048387096774036
2004-10-01,10.127,0.091,15.843,0.11699999999999999,4.511,0.092,15.889000000000001,0.061,0.49874193548387424
2004-11-01,7.315,0.092,12.796,0.126,1.91,0.08199999999999999,15.022,0.06,0.6357419354838747
2004-12-01,4.257,0.055999999999999994,9.593,0.149,-0.9320000000000002,0.076,14.161,0.06,0.3859354838709663
2005-01-01,3.808,0.064,9.026,0.135,-1.3769999999999998,0.066,14.159,0.059000000000000004,0.5925806451612914
2005-02-01,3.92,0.115,9.508,0.09300000000000001,-1.5340000000000005,0.051,14.293,0.067,0.4685483870967726
2005-03-01,6.5440000000000005,0.06,12.315999999999999,0.098,0.8130000000000002,0.07400000000000001,15.106,0.064,0.6774838709677411
2005-04-01,9.618,0.052000000000000005,15.550999999999998,0.133,3.697,0.16399999999999998,15.978,0.061,0.6789032258064491
2005-05-01,12.225999999999999,0.09,17.995,0.132,6.392,0.166,16.629,0.061,0.5446774193548372
2005-06-01,14.475999999999999,0.083,20.104,0.142,8.863,0.14,17.248,0.062,0.5600967741935534
2005-07-01,15.19,0.094,20.88,0.091,9.568999999999999,0.156,17.503,0.063,0.54916129032258
2005-08-01,14.51,0.078,20.25,0.091,8.934,0.153,17.375,0.059000000000000004,0.5130322580645164
2005-09-01,13.217,0.08,19.110000000000007,0.109,7.412000000000001,0.14800000000000002,16.903,0.059000000000000004,0.6284838709677381
2005-10-01,10.600999999999999,0.064,16.235,0.10099999999999999,5.004,0.08900000000000001,16.025000000000002,0.059000000000000004,0.6347419354838753
2005-11-01,7.422999999999999,0.068,12.944,0.111,1.988,0.073,15.005,0.057999999999999996,0.6187419354838752
2005-12-01,4.878,0.054000000000000006,10.279000000000002,0.121,-0.395,0.065,14.327,0.057999999999999996,0.5519354838709667
2006-01-01,3.286,0.064,8.616999999999999,0.106,-1.942,0.113,13.99,0.059000000000000004,0.4235806451612909
2006-02-01,4.43,0.11800000000000001,10.124,0.185,-1.2290000000000003,0.09,14.435,0.066,0.6105483870967738
2006-03-01,6.3290000000000015,0.077,12.239,0.098,0.56,0.09699999999999999,14.966,0.062,0.5374838709677405
2006-04-01,9.055,0.08900000000000001,15.004,0.191,3.0810000000000004,0.166,15.729,0.061,0.4299032258064486
2006-05-01,11.786,0.092,17.650000000000006,0.25,5.791,0.20600000000000002,16.463,0.06,0.3786774193548368
2006-06-01,14.443,0.09300000000000001,20.317,0.156,8.530000000000001,0.131,17.215999999999998,0.06,0.5280967741935498
2006-07-01,15.042,0.11599999999999999,20.905,0.218,9.288,0.132,17.419,0.063,0.46516129032258036
2006-08-01,14.913,0.107,20.79,0.122,9.146999999999998,0.182,17.479,0.061,0.6170322580645156
2006-09-01,12.875,0.10400000000000001,18.779000000000003,0.10400000000000001,7.081,0.16699999999999998,16.792,0.062,0.517483870967741
2006-10-01,10.289,0.077,15.925,0.091,4.795999999999999,0.129,15.935,0.06,0.5447419354838736
2006-11-01,6.955,0.078,12.448,0.12300000000000001,1.5179999999999998,0.163,14.931,0.057999999999999996,0.5447419354838736
2006-12-01,4.987,0.065,10.345999999999998,0.151,-0.2430000000000001,0.084,14.407,0.06,0.6319354838709668
2007-01-01,4.5790000000000015,0.059000000000000004,10.084,0.147,-0.8180000000000003,0.073,14.417,0.057,0.8505806451612905
2007-02-01,4.221,0.077,10.039,0.077,-1.5030000000000001,0.07400000000000001,14.408,0.059000000000000004,0.5835483870967728
2007-03-01,6.485,0.113,12.482999999999999,0.096,0.5169999999999999,0.142,15.017,0.065,0.5884838709677407
2007-04-01,9.823,0.109,15.807,0.183,3.88,0.21100000000000002,15.93,0.062,0.6309032258064491
2007-05-01,12.517999999999999,0.07,18.395000000000003,0.165,6.5680000000000005,0.157,16.629,0.055,0.5446774193548372
2007-06-01,14.309,0.07200000000000001,20.223,0.105,8.370000000000001,0.13,17.168000000000006,0.055999999999999994,0.4800967741935587
2007-07-01,15.23,0.115,21.108,0.11599999999999999,9.482,0.166,17.485,0.061,0.5311612903225793
2007-08-01,14.752,0.113,20.641,0.146,9.032,0.192,17.339000000000002,0.061,0.47703225806451854
2007-09-01,12.93,0.102,18.838,0.152,7.18,0.162,16.737000000000002,0.059000000000000004,0.46248387096774124
2007-10-01,10.332,0.1,16.134,0.13,4.609,0.12,15.867,0.06,0.476741935483874
2007-11-01,7.0840000000000005,0.085,12.772,0.132,1.4780000000000002,0.105,14.821,0.057,0.4347419354838742
2007-12-01,4.523,0.059000000000000004,9.873,0.09699999999999999,-0.6840000000000002,0.114,14.11,0.057,0.33493548387096617
2008-01-01,2.8440000000000003,0.059000000000000004,8.155,0.16,-2.383,0.109,13.719,0.057,0.1525806451612901
2008-02-01,3.576,0.068,9.351,0.078,-2.1060000000000003,0.1,14.061,0.059000000000000004,0.23654838709677328
2008-03-01,6.9060000000000015,0.099,12.992,0.106,0.879,0.11199999999999999,15.077,0.063,0.6484838709677412
2008-04-01,9.295,0.083,15.42,0.121,3.175,0.127,15.735,0.057999999999999996,0.4359032258064488
2008-05-01,12.053999999999998,0.071,17.989,0.084,6.053000000000001,0.155,16.497,0.055,0.4126774193548357
2008-06-01,14.145,0.09699999999999999,19.973,0.091,8.266,0.14400000000000002,17.077,0.057999999999999996,0.38909677419355404
2008-07-01,15.174,0.07200000000000001,21.006,0.138,9.407,0.16,17.449,0.054000000000000006,0.4951612903225815
2008-08-01,14.377,0.113,20.176,0.073,8.594,0.141,17.282,0.06,0.4200322580645164
2008-09-01,12.802,0.087,18.629,0.087,7.1160000000000005,0.154,16.757,0.057,0.4824838709677408
2008-10-01,10.399,0.078,16.038,0.091,4.8469999999999995,0.125,15.931,0.055999999999999994,0.5407419354838723
2008-11-01,7.224,0.064,12.738,0.107,1.7959999999999998,0.10300000000000001,14.919,0.054000000000000006,0.5327419354838749
2008-12-01,4.385,0.055999999999999994,9.834,0.106,-0.946,0.128,14.151,0.055999999999999994,0.37593548387096654
2009-01-01,3.687,0.078,9.175999999999998,0.10300000000000001,-1.7560000000000002,0.107,14.091,0.057999999999999996,0.52458064516129
2009-02-01,4.0939999999999985,0.083,9.822,0.06,-1.5450000000000002,0.077,14.267000000000001,0.06,0.4425483870967746
2009-03-01,6.086,0.057999999999999996,12.065,0.09300000000000001,0.132,0.11199999999999999,14.873,0.06,0.44448387096774056
2009-04-01,9.367,0.084,15.377,0.098,3.32,0.19399999999999998,15.819,0.059000000000000004,0.5199032258064502
2009-05-01,12.111999999999998,0.10400000000000001,18.01,0.177,6.141,0.16699999999999998,16.570999999999998,0.06,0.4866774193548338
2009-06-01,14.200999999999999,0.07400000000000001,20.055999999999997,0.172,8.3,0.122,17.26,0.057,0.5720967741935539
2009-07-01,15.231,0.14800000000000002,21.085,0.1,9.456,0.13,17.578,0.067,0.6241612903225793
2009-08-01,14.655,0.109,20.576999999999998,0.10300000000000001,8.854999999999997,0.13699999999999998,17.427,0.06,0.565032258064516
2009-09-01,13.152999999999999,0.05,19.006,0.094,7.397,0.133,16.864,0.053,0.5894838709677401
2009-10-01,10.136,0.075,15.79,0.087,4.563,0.10400000000000001,15.91,0.055999999999999994,0.5197419354838733
2009-11-01,7.0310000000000015,0.087,12.574000000000002,0.085,1.64,0.128,14.968,0.057,0.5817419354838744
2009-12-01,4.31,0.081,9.661,0.121,-0.94,0.10099999999999999,14.298,0.06,0.5229354838709668
2010-01-01,3.737,0.079,9.245,0.087,-1.6770000000000005,0.08199999999999999,14.207999999999998,0.06,0.6415806451612891
2010-02-01,4.399,0.08,10.033999999999999,0.083,-1.107,0.079,14.517000000000001,0.061,0.6925483870967746
2010-03-01,6.738,0.057,12.669,0.07400000000000001,0.7959999999999998,0.11900000000000001,15.222999999999999,0.059000000000000004,0.7944838709677402
2010-04-01,9.671,0.087,15.616,0.153,3.759,0.159,16.038999999999998,0.06,0.7399032258064473
2010-05-01,12.405999999999999,0.078,18.173,0.14300000000000002,6.524000000000001,0.132,16.732,0.057,0.6476774193548351
2010-06-01,14.421,0.086,20.252,0.11800000000000001,8.488999999999999,0.128,17.271,0.057,0.5830967741935531
2010-07-01,15.213,0.09,20.97,0.08,9.551,0.141,17.532,0.057,0.5781612903225799
2010-08-01,14.768,0.11199999999999999,20.656,0.062,8.984,0.124,17.412,0.061,0.5500322580645154
2010-09-01,12.863,0.065,18.603,0.092,7.252000000000002,0.11699999999999999,16.761,0.054000000000000006,0.4864838709677386
2010-10-01,10.442,0.07,16.115,0.083,4.905,0.12,15.939,0.057,0.5487419354838732
2010-11-01,7.487,0.102,13.168,0.128,1.95,0.09699999999999999,14.995,0.06,0.6087419354838737
2010-12-01,4.292,0.095,9.887,0.138,-1.139,0.09,14.117,0.06,0.3419354838709676
2011-01-01,3.282,0.08199999999999999,8.722000000000001,0.096,-2.0340000000000003,0.133,13.927999999999999,0.059000000000000004,0.36158064516128974
2011-02-01,3.743,0.067,9.435,0.077,-1.906,0.10400000000000001,14.193,0.059000000000000004,0.36854838709677296
2011-03-01,6.101,0.064,11.963,0.098,0.3140000000000001,0.14400000000000002,14.88,0.06,0.451483870967742
2011-04-01,9.482999999999999,0.046,15.45,0.152,3.524,0.159,15.832,0.055999999999999994,0.5329032258064501
2011-05-01,11.985999999999999,0.055999999999999994,17.917,0.105,6.0230000000000015,0.165,16.523,0.055999999999999994,0.4386774193548355
2011-06-01,14.37,0.08199999999999999,20.230999999999998,0.102,8.48,0.14300000000000002,17.203000000000007,0.057999999999999996,0.5150967741935588
2011-07-01,15.482,0.113,21.32,0.131,9.684,0.11,17.567999999999998,0.062,0.6141612903225777
2011-08-01,15.012,0.091,20.921999999999997,0.114,9.207999999999998,0.13,17.475,0.059000000000000004,0.6130322580645178
2011-09-01,12.912,0.083,18.89,0.14,6.997999999999998,0.147,16.762,0.057,0.4874838709677398
2011-10-01,10.352,0.087,16.075,0.08,4.85,0.115,15.873,0.059000000000000004,0.48274193548387245
2011-11-01,6.814,0.107,12.395,0.094,1.432,0.156,14.799,0.06,0.41274193548387395
2011-12-01,4.654999999999999,0.106,10.097999999999999,0.183,-0.6409999999999999,0.133,14.198,0.063,0.42293548387096713
2012-01-01,3.157,0.085,8.690999999999999,0.135,-2.233,0.11699999999999999,13.859000000000002,0.06,0.29258064516129245
2012-02-01,3.628,0.102,9.379,0.084,-2.067,0.145,14.164000000000001,0.063,0.3395483870967748
2012-03-01,6.023,0.054000000000000006,12.025,0.08199999999999999,0.07499999999999996,0.16,14.863,0.061,0.43448387096774077
2012-04-01,9.675999999999998,0.055,15.679,0.129,3.689,0.14400000000000002,15.880999999999998,0.059000000000000004,0.5819032258064478
2012-05-01,12.59,0.109,18.611,0.10800000000000001,6.461,0.162,16.698999999999998,0.064,0.6146774193548339
2012-06-01,14.492,0.078,20.43,0.10099999999999999,8.505,0.14,17.252000000000002,0.06,0.5640967741935548
2012-07-01,15.076,0.076,21.006,0.079,9.229,0.113,17.45,0.06,0.49616129032257916
2012-08-01,14.72,0.069,20.709,0.079,8.84,0.218,17.42,0.06,0.5580322580645181
2012-09-01,13.04,0.069,19.074,0.09300000000000001,7.176,0.188,16.882,0.06,0.6074838709677408
2012-10-01,10.427999999999999,0.098,16.203,0.099,4.765,0.134,16.019000000000002,0.063,0.628741935483875
2012-11-01,7.1560000000000015,0.11599999999999999,12.689,0.15,1.7959999999999998,0.127,15.001,0.064,0.6147419354838739
2012-12-01,4.102,0.09,9.498,0.149,-1.162,0.096,14.138,0.064,0.36293548387096664
2013-01-01,3.685,0.09699999999999999,9.255,0.154,-1.7260000000000002,0.08800000000000001,14.117,0.064,0.5505806451612916
2013-02-01,4.2219999999999995,0.09300000000000001,9.95,0.057,-1.4720000000000002,0.14800000000000002,14.359000000000002,0.065,0.5345483870967751
2013-03-01,6.261,0.09,12.328,0.08900000000000001,0.17400000000000004,0.142,14.952,0.066,0.5234838709677412
2013-04-01,9.044,0.098,15.084,0.15,3.055,0.177,15.749,0.065,0.4499032258064499
2013-05-01,12.195,0.10400000000000001,18.107000000000006,0.139,6.263,0.196,16.608999999999998,0.065,0.524677419354834
2013-06-01,14.568,0.09,20.44,0.158,8.685,0.165,17.257,0.062,0.5690967741935538
2013-07-01,15.003,0.126,20.737,0.1,9.33,0.153,17.503,0.068,0.54916129032258
2013-08-01,14.742,0.129,20.596,0.12,9.014,0.179,17.462,0.068,0.6000322580645161
2013-09-01,13.154000000000002,0.10400000000000001,18.947000000000006,0.077,7.482,0.19399999999999998,16.894000000000002,0.064,0.6194838709677413
2013-10-01,10.255999999999998,0.077,15.994000000000002,0.1,4.663,0.135,15.905,0.062,0.5147419354838725
2013-11-01,7.423999999999999,0.079,12.965,0.113,2.016,0.11599999999999999,15.107,0.062,0.7207419354838738
2013-12-01,4.724,0.085,10.083,0.129,-0.5479999999999999,0.105,14.339,0.065,0.5639354838709671
2014-01-01,3.732,0.075,9.327,0.138,-1.7550000000000003,0.091,14.136,0.064,0.5695806451612899
2014-02-01,3.5,0.068,9.146,0.073,-2.08,0.095,14.157,0.065,0.33254838709677337
2014-03-01,6.377999999999999,0.098,12.367,0.10800000000000001,0.436,0.139,15.09,0.068,0.6614838709677411
2014-04-01,9.589,0.111,15.529000000000002,0.09,3.617,0.193,16.038,0.069,0.7389032258064496
2014-05-01,12.582,0.068,18.362000000000002,0.158,6.613,0.166,16.804000000000002,0.059000000000000004,0.7196774193548379
2014-06-01,14.335,0.096,20.125999999999998,0.095,8.472999999999999,0.157,17.303,0.064,0.6150967741935531
2014-07-01,14.873,0.078,20.711,0.091,9.112,0.135,17.508,0.061,0.554161290322579
2014-08-01,14.875,0.115,20.79,0.098,9.047,0.17300000000000001,17.607,0.064,0.7450322580645157
2014-09-01,13.091,0.086,18.865,0.106,7.399,0.155,16.975,0.059000000000000004,0.7004838709677408
2014-10-01,10.33,0.076,16.066,0.111,4.689,0.126,16.029,0.059000000000000004,0.638741935483873
2014-11-01,6.712999999999999,0.121,12.284,0.124,1.3130000000000002,0.115,14.899000000000001,0.064,0.5127419354838754
2014-12-01,4.85,0.09,10.19,0.14800000000000002,-0.331,0.12300000000000001,14.41,0.062,0.6349354838709669
2015-01-01,3.8810000000000002,0.13,9.432,0.09,-1.5180000000000002,0.09699999999999999,14.255,0.066,0.6885806451612915
2015-02-01,4.664,0.121,10.497,0.092,-1.1380000000000003,0.113,14.564,0.067,0.7395483870967734
2015-03-01,6.74,0.06,12.659,0.096,0.8940000000000001,0.079,15.193,0.061,0.7644838709677408
2015-04-01,9.312999999999999,0.08800000000000001,15.224,0.13699999999999998,3.402,0.147,15.962,0.061,0.6629032258064491
2015-05-01,12.312,0.081,18.181,0.11699999999999999,6.3130000000000015,0.153,16.774,0.057999999999999996,0.6896774193548367
2015-06-01,14.505,0.068,20.364,0.133,8.627,0.168,17.39,0.057,0.7020967741935529
2015-07-01,15.050999999999998,0.086,20.904,0.109,9.326,0.225,17.611,0.057999999999999996,0.6571612903225805
2015-08-01,14.755,0.07200000000000001,20.699,0.11,9.004999999999997,0.17,17.589000000000002,0.057,0.7270322580645185
2015-09-01,12.999,0.079,18.845,0.08800000000000001,7.199,0.22899999999999998,17.049,0.057999999999999996,0.7744838709677389
2015-10-01,10.800999999999998,0.102,16.45,0.059000000000000004,5.231999999999998,0.115,16.29,0.062,0.8997419354838723
2015-11-01,7.433,0.11900000000000001,12.892,0.09300000000000001,2.157,0.106,15.252,0.063,0.8657419354838751
2015-12-01,5.518,0.1,10.725,0.154,0.2869999999999997,0.099,14.774000000000001,0.062,0.9989354838709676
